,title,view,contents,create_date,search_query,video_url,youtuber_id
0,갤럭시 Z 플립4 언빡싱 달라진점 7가지  플립3의 가장 큰 단점을 개선했다 ,980000,갬성의 삼성이라고 불렸던 플립3의 후속작인 플립4가 공개되었습니다  이번에는 파격적인 변신보다는 기존의 완성도를 더욱 높이    ,2022-08-16,갤럭시,https://www.youtube.com/watch?v=WwGzNicmPHk,0
1,1  갤럭시 Z 플립4   폴드4 첫 인상  궁금한게 많아서 개발자분께 모두 물어봤습니다 ,1670000,기다리고 기다렸던 삼성전자의 하반기 전략 플래그십 스마트폰  갤럭시 Z 플립4와 폴드4가 정식으로 공개되었습니다  이번에는 기존    ,2022-08-11,갤럭시,https://www.youtube.com/watch?v=H-wxJxEkmm4,0
2,40대가 아이폰을 사기 시작했다  예상과 달리 놀라운 결과의 2022년 한국 스마트폰 점유율 분석해보기 ,760000,한국에서 갤럭시가 더 많이 팔리는지  아이폰이 더 많이 팔리는지 궁금하셨나요  이번 영상은 갤럽에서 발표한 자료를 바탕으로 젊은    ,2022-07-20,갤럭시,https://www.youtube.com/watch?v=PDMQpgMDjeU,0
3,2  갤럭시 버즈2 프로   워치5 프로 첫 인상  귀에 넣어도 이제 안 아플까 ,710000,2022년 8월 10일  기다리고 기다렸던 버즈 프로의 후속작인 버즈2 프로 그리고 작년에 출시 후 인기를 끌었던 워치4의 후속인 워치5와    ,2022-08-11,갤럭시,https://www.youtube.com/watch?v=MsdZwVNK6EE,0
4,삼성버전 인덕션  카메라 성능에 몰빵한 삼성 갤럭시 S20   S20    S20 Ultra 전모델 달라진점 살펴보기 ,2290000,드디어  상반기 삼성의 플래그십 스마트폰  갤럭시 S20 시리즈가 모두 공개되었습니다  이번에 출시한 스마트폰은 디자인적인 변화    ,2020-08-17,갤럭시,https://www.youtube.com/watch?v=NLNJ2hKDyaU,0
5,GOS 이슈 이후 첫 삼성 스마트폰  갤럭시 Z 플립4 폴드4 유출 디자인과 관전할만한 포인트는 뭘까 ,700000,상반기  삼성전자의 여러가지 이슈가 있은 후    하반기에 등장하는 새로운 플래그십 스마트폰 출시가 곧 다가왔고  최근 렌더링으로    ,2022-07-27,갤럭시,https://www.youtube.com/watch?v=rK3P4ltvEds,0
6,쉴드칠 건덕지가 없는 미쳐버린 역대급 이슈  삼성 갤럭시 GOS에 관한 테스트 내용 정리,2830000,최근 삼성 갤럭시에서 GOS 이슈가 새롭게 생겼죠  기본 설치된 GOS는 성능을 저하시킨다고 하는데  실제로 소비자가 체감할 수 있을    ,2022-03-20,갤럭시,https://www.youtube.com/watch?v=faOBclPC0nY,0
7,소비자의 Needs 를 드디어 파악했을까  긴급 삼성 갤럭시 GOS 업데이트 했지만 새로운 문제가    ,1250000,갤럭시 S22 출시 이후 강제로 성능을 저하시키는 GOS 이슈가 생겨나고 논란이 일자 삼성전자는 3월 10일  GOS에 관한 해결책으로    ,2022-03-20,갤럭시,https://www.youtube.com/watch?v=AV7NXHq0SF4,0
8,갤럭시 Z 플립4 언빡싱 달라진점 7가지  플립3의 가장 큰 단점을 개선했다 ,980000,갬성의 삼성이라고 불렸던 플립3의 후속작인 플립4가 공개되었습니다  이번에는 파격적인 변신보다는 기존의 완성도를 더욱 높이    ,2022-08-16,갤럭시z플립 4,https://www.youtube.com/watch?v=WwGzNicmPHk,0
9,1  갤럭시 Z 플립4   폴드4 첫 인상  궁금한게 많아서 개발자분께 모두 물어봤습니다 ,1670000,기다리고 기다렸던 삼성전자의 하반기 전략 플래그십 스마트폰  갤럭시 Z 플립4와 폴드4가 정식으로 공개되었습니다  이번에는 기존    ,2022-08-11,갤럭시z플립 4,https://www.youtube.com/watch?v=H-wxJxEkmm4,0
10,GOS 이슈 이후 첫 삼성 스마트폰  갤럭시 Z 플립4 폴드4 유출 디자인과 관전할만한 포인트는 뭘까 ,700000,상반기  삼성전자의 여러가지 이슈가 있은 후    하반기에 등장하는 새로운 플래그십 스마트폰 출시가 곧 다가왔고  최근 렌더링으로    ,2022-07-27,갤럭시z플립 4,https://www.youtube.com/watch?v=rK3P4ltvEds,0
11,비장의 무기로 다시 각성하나  출시 3개월 남은 삼성 갤럭시 Z 플립4 폴드4 지금까지 밝혀진 루머 총정리 ,700000,잊고있었던 그 제품  한국에서는 여러 에디션이 출시되고있으며  2022년에 화제가 되었던 갤럭시 Z 플립4와 폴드4가 세달 뒤 출시될    ,2022-05-19,갤럭시z플립 4,https://www.youtube.com/watch?v=XMiXm_eFZyQ,0
12,갤럭시 Z 플립4 언빡싱 달라진점 7가지  플립3의 가장 큰 단점을 개선했다 ,980000,갬성의 삼성이라고 불렸던 플립3의 후속작인 플립4가 공개되었습니다  이번에는 파격적인 변신보다는 기존의 완성도를 더욱 높이    ,2022-08-16,갤럭시폴드4,https://www.youtube.com/watch?v=WwGzNicmPHk,0
13,1  갤럭시 Z 플립4   폴드4 첫 인상  궁금한게 많아서 개발자분께 모두 물어봤습니다 ,1670000,기다리고 기다렸던 삼성전자의 하반기 전략 플래그십 스마트폰  갤럭시 Z 플립4와 폴드4가 정식으로 공개되었습니다  이번에는 기존    ,2022-08-11,갤럭시폴드4,https://www.youtube.com/watch?v=H-wxJxEkmm4,0
14,GOS 이슈 이후 첫 삼성 스마트폰  갤럭시 Z 플립4 폴드4 유출 디자인과 관전할만한 포인트는 뭘까 ,700000,상반기  삼성전자의 여러가지 이슈가 있은 후    하반기에 등장하는 새로운 플래그십 스마트폰 출시가 곧 다가왔고  최근 렌더링으로    ,2022-07-27,갤럭시폴드4,https://www.youtube.com/watch?v=rK3P4ltvEds,0
15,아이폰 13 or 아이폰 13 프로 둘 중 뭘 살지 고민된다면  언빡싱 자세한 차이점 비교 분석 ,2570000,드디어  한국에 애플 iPhone 13 시리즈가 모두 출시되었습니다  이제 막 출시가 되다보니 많은분들이 총 4가지 모델 중 어떠한 것을    ,2021-10-21,아이폰,https://www.youtube.com/watch?v=hGjulX7scZ4,0
16,라이트닝 없어짐  노치 사라짐  사이즈 바뀜  알짜배기만 모은 애플 아이폰14 디자인 스펙 관련 루머 총정리 ,1150000,4개월 뒤면 새로운 iPhone 14가 공개될 예정에 있는 가운데  이제 웬만큼 구체적인 스펙에 대한 루머가 흘러나오기 시작해  현재까지    ,2022-05-19,아이폰,https://www.youtube.com/watch?v=-MQhpM8Chwo,0
17,40대가 아이폰을 사기 시작했다  예상과 달리 놀라운 결과의 2022년 한국 스마트폰 점유율 분석해보기 ,760000,한국에서 갤럭시가 더 많이 팔리는지  아이폰이 더 많이 팔리는지 궁금하셨나요  이번 영상은 갤럽에서 발표한 자료를 바탕으로 젊은    ,2022-07-20,아이폰,https://www.youtube.com/watch?v=PDMQpgMDjeU,0
18,전설의 밀어서 잠금해제를 아시나요  레전드 1세대 아이폰 다시 살펴보기 ,1830000,레전드중의 레전드  지금의 스마트폰이 있게 만들어준 애플의 1세대 아이폰을 보신적 있나요   한국에서는 정발하지 않았지만 아주    ,2021-08-17,아이폰,https://www.youtube.com/watch?v=3x2IoHhbyns,0
19,라이트닝 없어짐  노치 사라짐  사이즈 바뀜  알짜배기만 모은 애플 아이폰14 디자인 스펙 관련 루머 총정리 ,1150000,4개월 뒤면 새로운 iPhone 14가 공개될 예정에 있는 가운데  이제 웬만큼 구체적인 스펙에 대한 루머가 흘러나오기 시작해  현재까지    ,2022-05-19,아이폰14,https://www.youtube.com/watch?v=-MQhpM8Chwo,0
20,40대가 아이폰을 사기 시작했다  예상과 달리 놀라운 결과의 2022년 한국 스마트폰 점유율 분석해보기 ,760000,한국에서 갤럭시가 더 많이 팔리는지  아이폰이 더 많이 팔리는지 궁금하셨나요  이번 영상은 갤럽에서 발표한 자료를 바탕으로 젊은    ,2022-07-20,아이폰14,https://www.youtube.com/watch?v=PDMQpgMDjeU,0
21,일본에서 갑자기 20  가격 올린 애플  한번에 가격이 미친듯이 오른 이유   과연 한국은 안전할까 ,490000,며칠 전 애플은 갑작스럽게 일본에서의 전 제품 가격을 평균 20 를 올렸습니다  20 라는 수치는 절대 적은 것이 아니라 많은 이들의    ,2022-07-18,아이폰14,https://www.youtube.com/watch?v=ft21KEZsAHE,0
22,40대가 아이폰을 사기 시작했다  예상과 달리 놀라운 결과의 2022년 한국 스마트폰 점유율 분석해보기 ,760000,한국에서 갤럭시가 더 많이 팔리는지  아이폰이 더 많이 팔리는지 궁금하셨나요  이번 영상은 갤럽에서 발표한 자료를 바탕으로 젊은    ,2022-07-20,아이폰14,https://www.youtube.com/watch?v=PDMQpgMDjeU,0
23,라이트닝 없어짐  노치 사라짐  사이즈 바뀜  알짜배기만 모은 애플 아이폰14 디자인 스펙 관련 루머 총정리 ,1150000,4개월 뒤면 새로운 iPhone 14가 공개될 예정에 있는 가운데  이제 웬만큼 구체적인 스펙에 대한 루머가 흘러나오기 시작해  현재까지    ,2022-05-19,iphone 14,https://www.youtube.com/watch?v=-MQhpM8Chwo,0
24,40대가 아이폰을 사기 시작했다  예상과 달리 놀라운 결과의 2022년 한국 스마트폰 점유율 분석해보기 ,760000,한국에서 갤럭시가 더 많이 팔리는지  아이폰이 더 많이 팔리는지 궁금하셨나요  이번 영상은 갤럽에서 발표한 자료를 바탕으로 젊은    ,2022-07-20,iphone 14,https://www.youtube.com/watch?v=PDMQpgMDjeU,0
25,라이트닝 없어짐  노치 사라짐  사이즈 바뀜  알짜배기만 모은 애플 아이폰14 디자인 스펙 관련 루머 총정리 ,1150000,출시 예정 제품   iPhone 14  iPhone 14 Max  iPhone 14 Pro  iPhone 14 Pro Max 단종 예정 제품   iPhone 14 Mini   Music ,2022-05-19,iphone 14 pro,https://www.youtube.com/watch?v=-MQhpM8Chwo,0
26,40대가 아이폰을 사기 시작했다  예상과 달리 놀라운 결과의 2022년 한국 스마트폰 점유율 분석해보기 ,760000,한국에서 갤럭시가 더 많이 팔리는지  아이폰이 더 많이 팔리는지 궁금하셨나요  이번 영상은 갤럽에서 발표한 자료를 바탕으로 젊은    ,2022-07-20,iphone 14 pro,https://www.youtube.com/watch?v=PDMQpgMDjeU,0
27,미쳤다   너무 예쁜 플립4 산타마리아노벨라 언박싱   플립3와 달라진 점 총정리   Galaxy Z Flip4 Special Edition ,140000,인스타그램  https   www instagram com zuyoni  오늘 언박싱 진짜 미쳤어요오    비주얼부터 구성품까지 대박입니다  갤럭시 Z 플립4    ,2022-08-17,갤럭시,https://www.youtube.com/watch?v=oi9qEieDaT8,1
28,갤럭시Z폴드4 언박싱  새로워진 기능부터 발열까지 싹 다 확인해봤어요   Samsung Galaxy Z Fold 4 ,300000,갤럭시Z폴드4 언박싱 하면서 여러분이 남겨주신 댓글에 대한 답도 알아봤어요  특히 발열 관련 문의가 많았는데 열화상 카메라로 촬영    ,2022-08-14,갤럭시,https://www.youtube.com/watch?v=oFFIQs5sIkc,1
29,디자인은 유지  완성도 높이고 돌아온 폴드4   플립4 전색상 실물후기  NO광고   4K ,400000,인스타그램  https   www instagram com zuyoni   본 영상은 IT 매체 대상 신제품 공개 현장에서 촬영한 것으로  광고 또는 협찬을 포함    ,2022-08-11,갤럭시,https://www.youtube.com/watch?v=CqbhoJ2YeBE,1
30,솔직히 버즈 프로보다 버즈2를 더 많이 쓰는 사람 입장에서      갤럭시 버즈2프로 유출정보 정리  ,140000,인스타그램  https   www instagram com zuyoni  플립4   폴드4 전색상 첫인상  https   youtu be CqbhoJ2YeBE 폴드4 언박싱    ,2022-08-07,갤럭시,https://www.youtube.com/watch?v=4n90wvIuSMs,1
31,미쳤다   너무 예쁜 플립4 산타마리아노벨라 언박싱   플립3와 달라진 점 총정리   Galaxy Z Flip4 Special Edition ,140000,인스타그램  https   www instagram com zuyoni  오늘 언박싱 진짜 미쳤어요오    비주얼부터 구성품까지 대박입니다  갤럭시 Z 플립4    ,2022-08-17,갤럭시z플립 4,https://www.youtube.com/watch?v=oi9qEieDaT8,1
32,디자인은 유지  완성도 높이고 돌아온 폴드4   플립4 전색상 실물후기  NO광고   4K ,400000, Tag  삼성전자 갤럭시Z폴드4  갤럭시Z플립4  폴드4  플립4  Samsung Galaxy Z Fold4  Samsung Galaxy Z Flip4 ,2022-08-11,갤럭시z플립 4,https://www.youtube.com/watch?v=CqbhoJ2YeBE,1
33,실기기까지 유출된 갤럭시Z플립4  역대급 색상으로 돌아온다   유출정보 총정리,300000,어느새 실기기까지 유출된 상황  지금까지 나온 Z플립4 관련 정보들 모두 모아 정리했어요   p s 오늘은 쿠키영상 있어요   갤럭시Z    ,2022-06-18,갤럭시z플립 4,https://www.youtube.com/watch?v=Q3VxO037ves,1
34,갤럭시Z폴드4 언박싱  새로워진 기능부터 발열까지 싹 다 확인해봤어요   Samsung Galaxy Z Fold 4 ,300000,갤럭시Z폴드4 언박싱 하면서 여러분이 남겨주신 댓글에 대한 답도 알아봤어요  특히 발열 관련 문의가 많았는데 열화상 카메라로 촬영    ,2022-08-14,갤럭시폴드4,https://www.youtube.com/watch?v=oFFIQs5sIkc,1
35,미쳤다   너무 예쁜 플립4 산타마리아노벨라 언박싱   플립3와 달라진 점 총정리   Galaxy Z Flip4 Special Edition ,140000,인스타그램  https   www instagram com zuyoni  오늘 언박싱 진짜 미쳤어요오    비주얼부터 구성품까지 대박입니다  갤럭시 Z 플립4    ,2022-08-17,갤럭시폴드4,https://www.youtube.com/watch?v=oi9qEieDaT8,1
36,디자인은 유지  완성도 높이고 돌아온 폴드4   플립4 전색상 실물후기  NO광고   4K ,400000,인스타그램  https   www instagram com zuyoni   본 영상은 IT 매체 대상 신제품 공개 현장에서 촬영한 것으로  광고 또는 협찬을 포함    ,2022-08-11,갤럭시폴드4,https://www.youtube.com/watch?v=CqbhoJ2YeBE,1
37,써본 사람만 아는 아이폰SE 3세대 의외의 장단점  찐 사용후기 들고왔어요 ,390000,오랜만입니다 여러분   이전 영상들에서 여러번 말씀드리긴 했는데  편집자 장기 휴가와 제 건강 문제로 인해 영상 제작을 천천히 진행    ,2022-04-19,아이폰,https://www.youtube.com/watch?v=nz_WHqpl6G0,1
38,갤럭시워치5 프로 언박싱,722,갤럭시워치5 프로 언박싱 영상 입니다  디테일샷 및 사은품 소개가 포함되어 있습니다  00 00 시작 및 언박싱 00 29 디테일샷 01 17    ,2022-08-17,갤럭시,https://www.youtube.com/watch?v=NDWZ8x73ZjE,2
39,갤럭시 Z 폴드4  이게 갖고 다닐 만큼 유용할까 ,19000,갤럭시 Z 폴드4 사전 예약하신 분 있나여   변화가 있는 듯 없는 듯 하지만  힌지 두께며 화면비며  멀티태스킹 작업을 위한 태스크바    ,2022-08-17,갤럭시,https://www.youtube.com/watch?v=S7QFWqMnmmI,3
40,갤럭시 Z 플립4 전 컬러  새로운 기능 자세히 보기 ,25000,갤럭시 Z 시리즈 출시   사전 행사에 초대받아서 촬영하고 왔습니다   갤럭시 Z 폴드4 갤럭시 Z 플립4 갤럭시 워치5 시리즈 그리고    ,2022-08-11,갤럭시,https://www.youtube.com/watch?v=4ao33Tp8ztA,3
41,갤럭시 Z 플립4 전 컬러  새로운 기능 자세히 보기 ,25000,갤럭시 Z 시리즈 출시   사전 행사에 초대받아서 촬영하고 왔습니다   갤럭시 Z 폴드4 갤럭시 Z 플립4 갤럭시 워치5 시리즈 그리고    ,2022-08-11,갤럭시z플립 4,https://www.youtube.com/watch?v=4ao33Tp8ztA,3
42,갤럭시 Z 폴드4  이게 갖고 다닐 만큼 유용할까 ,19000,갤럭시 Z 폴드4 사전 예약하신 분 있나여   변화가 있는 듯 없는 듯 하지만  힌지 두께며 화면비며  멀티태스킹 작업을 위한 태스크바    ,2022-08-17,갤럭시폴드4,https://www.youtube.com/watch?v=S7QFWqMnmmI,3
43, 갤럭시 Z 플립4 네컷으로 배워보기  취향대로 다양하게 폰 꾸미기는 이렇게   삼성전자,48000,프리미엄 디자인의 매력과 높은 활용성의 커버 디스플레이로 돌아온 Galaxy Z Flip4 를 네컷으로 배워보세요  00 00   취향대로 다양    ,2022-08-17,갤럭시,https://www.youtube.com/watch?v=rEpAmHwjNKU,4
44, 갤럭시 Z 폴드4 네컷으로 배워보기  한 손으로 사용해도 편안하게   삼성전자,13000,더 슬림해지고 더 아름다워진 Galaxy Z Fold4 의 멋진 디자인과 컬러를 네컷으로 배워보세요  00 00   한 손으로 사용해도 편안하게    ,2022-08-17,갤럭시,https://www.youtube.com/watch?v=vpDCc4Pn1p0,4
45, 갤럭시 Z 폴드4   Z 플립4  프리오더   Galaxy Z Flip4편   삼성전자,630000, 갤럭시 Z 플립4  어떤 플레이도 가능한 커버 디스플레이와  색다른 시각을 담아내는 플렉스 캠으로 Unfold your world Galaxy Z Flip4    ,2022-08-11,갤럭시,https://www.youtube.com/watch?v=32J13W7mPCs,4
46, 갤럭시 Z 플립4 네컷으로 배워보기  취향대로 다양하게 폰 꾸미기는 이렇게   삼성전자,48000,프리미엄 디자인의 매력과 높은 활용성의 커버 디스플레이로 돌아온 Galaxy Z Flip4 를 네컷으로 배워보세요  00 00   취향대로 다양    ,2022-08-17,갤럭시z플립 4,https://www.youtube.com/watch?v=rEpAmHwjNKU,4
47, 갤럭시 Z 플립4 네컷으로 배워보기  강력해진 배터리   어둠을 이기는 나이토그래피   삼성전자,12000,배터리 용량은 더 커지고  어두운 밤에도 밝고 선명한 사진을 찍을 수 있는  나이토그래피 가 탑재된 Galaxy Z Flip4 를 네컷으로 배워    ,2022-08-17,갤럭시z플립 4,https://www.youtube.com/watch?v=mfa8wstZOKo,4
48, 갤럭시 Z 플립4  제각각 플레이   Galaxy Z Flip4 퇴근길도 즐거워지는 각 편   삼성전자,19000, 갤럭시 Z 플립4  빙글빙글 왁자지껄 추억도 따르릉 따르릉 퇴근길도 잠들기 전 힐링타임도 너만의 각으로 펼쳐봐 제각각 플레이    ,2022-08-17,갤럭시z플립 4,https://www.youtube.com/watch?v=JKgvMIGrFNs,4
49, 갤럭시 Z 폴드4   Z 플립4  프리오더   Galaxy Z Fold4편   삼성전자,550000, 갤럭시 Z 폴드4  더욱 강력해진 멀티태스킹과 새로워진 하단 태스크바로 Unfold your world Galaxy Z Fold4 사전 판매     ,2022-08-11,갤럭시z플립 4,https://www.youtube.com/watch?v=2XbYhbPiuO8,4
50, 갤럭시 Z 폴드4   Z 플립4  제각각 플레이   Galaxy Z Flip4편   삼성전자,790000, 갤럭시 Z 플립4  흥부자들의 OOTD도  따르릉 따르릉 퇴근길도  빙글빙글 왁자지껄 추억도  너만의 각으로 펼쳐봐 제각각 플레이    ,2022-08-11,갤럭시z플립 4,https://www.youtube.com/watch?v=m0NqYyrre3U,4
51,갤럭시 워치5  사전예약 사은품 언박싱 리뷰 농구골대  풀커버스트랩  galaxy Watch 5 Unboxing,620,갤럭시워치5  언박싱  리뷰  농구골대  스트랩  galaxywatch  galaxywatch5  40mm  풀커버스타일링팩 갤럭시 워치5 40mm 로즈    ,2022-08-17,갤럭시,https://www.youtube.com/watch?v=fzAH-OYLh-o,5
52,Samsung Galaxy Unpacked August 2022  Official Replay,8250000,The Galaxy experience is now greater than anything ever before  If you missed the August 2022 Unpacked  watch how it all    ,2022-08-11,갤럭시,https://www.youtube.com/watch?v=FN3BtquTooA,6
53,결국 갤럭시Z 플립4 비스포크 삼  ,7200,아직도 블루를 했어야 했나   생각 중 ㅎㅎ  갤럭시플립4  갤럭시z폴드4  비스포크에디션 ,2022-08-17,갤럭시,https://www.youtube.com/shorts/6gRMUEDIuO8,7
54,갤럭시 플립4 삼성 페이 사용,9000,플립으로 삼성페이를 사용하면 더 빠르고 편할지도     갤럭시z플립4  갤럭시z폴드4 ,2022-08-17,갤럭시,https://www.youtube.com/shorts/YVW-XmoSs2I,7
55,갤럭시Z플립4 자세한 후기 일반적으로 사용할 때 괜찮을까 ,1400,저번 영상 저도 말투 왜 그런지 모르겠습니다   급했나봐요   이번에도 이상한가요  고치고 싶습니다   이번 플립은 단점도 분명 있지만    ,2022-08-17,갤럭시z플립 4,https://www.youtube.com/watch?v=of7v2ycCbys,7
56,결국 갤럭시Z 플립4 비스포크 삼  ,7200,아직도 블루를 했어야 했나   생각 중 ㅎㅎ  갤럭시플립4  갤럭시z폴드4  비스포크에디션 ,2022-08-17,갤럭시z플립 4,https://www.youtube.com/shorts/6gRMUEDIuO8,7
57,갤럭시Z플립4 자세한 후기 일반적으로 사용할 때 괜찮을까 ,1400,저번 영상 저도 말투 왜 그런지 모르겠습니다   급했나봐요   이번에도 이상한가요  고치고 싶습니다   이번 플립은 단점도 분명 있지만    ,2022-08-17,갤럭시폴드4,https://www.youtube.com/watch?v=of7v2ycCbys,7
58,폴드4는 진짜 다릅니다  부품 교체 가능함   갤럭시Z폴드4 신박한 정품 케이스 3종 상세 리뷰  모듈 교체형 케이스부터 새로운 스탠드 케이스까지,20000,갤럭시Z폴드4 신박한 정품 케이스 3종 상세 리뷰    갤럭시 버즈2 프로   에어팟 프로 구독자 이벤트    ,2022-08-17,갤럭시,https://www.youtube.com/watch?v=jCTVc1IE8bg,8
59,논란의 갤럭시S22 롱텀 실사용기  도대체 왜 ,50000,갤럭시S22 실사용기를 들려드립니다   더신자 인스타그램     https   www instagram com thesinza    TheSINZA 더신자 채널구독    ,2022-05-19,갤럭시,https://www.youtube.com/watch?v=IOlOneo0Vew,8
60,갤럭시 워치5와 도미노 피자는 무슨 조합     갤럭시 워치5를 지샥으로 만들어주는 액세서리부터 충전독까지 전부 보여드림,62000,갤럭시 워치5 액세서리 보여드리겠으   더신자 인스타그램     https   www instagram com thesinza    TheSINZA 더신자 채널구독    ,2022-08-12,갤럭시,https://www.youtube.com/watch?v=oQQ5epTAmvs,8
61,이런거보심  케이스가 부품 교체됨   힌지 보호 케이스까지 새로운 폴드4 플립4 정품 케이스 전부 보여드림,57000,폴드4  플립4에 새롭게 추가된 정품 케이스를 보여드립니다   더신자 인스타그램     https   www instagram com thesinza    ,2022-08-12,갤럭시z플립 4,https://www.youtube.com/watch?v=qFoquOe15vs,8
62,이 색상 미쳤습니다  플립4 폴드4는 이겁니다 구매전에 보세요 I 버즈2프로 갤럭시워치5 프로까지 모든 색상 모델 보여드립니다,37000,갤럭시Z폴드4  플립4  버즈2 프로  갤럭시워치5  갤럭시워치5 프로까지 핸즈온   더신자 인스타그램      ,2022-08-11,갤럭시z플립 4,https://www.youtube.com/watch?v=P15oVZM7W5U,8
63,폴드4는 진짜 다릅니다  부품 교체 가능함   갤럭시Z폴드4 신박한 정품 케이스 3종 상세 리뷰  모듈 교체형 케이스부터 새로운 스탠드 케이스까지,21000,갤럭시Z폴드4 신박한 정품 케이스 3종 상세 리뷰    갤럭시 버즈2 프로   에어팟 프로 구독자 이벤트    ,2022-08-17,갤럭시폴드4,https://www.youtube.com/watch?v=jCTVc1IE8bg,8
64,성능 비약적 상승  갤럭시Z폴드4 GOS켜고 자세하게 게임 프레임 테스트   발열 체크해봤습니다,33000,  영상 Time Stamp 0 00 Intro 0 06 갤럭시Z폴드4 발열 게임 테스트 0 28 참고 사항 0 43 긱벤치5 테스트 1 19 3DMark 테스트 2 25    ,2022-08-16,갤럭시폴드4,https://www.youtube.com/watch?v=HLWr-2YCKBM,8
65,진짜 아무도 알려주지 않았던 갤럭시Z플립4 Z폴드4 꿀팁 달라진 점 총 13가지  이 기능은 꼭 써보세요    I feat  Z플립4  Z폴드4 5G SK텔레콤 사전예약,44000,갤럭시Z플립4와 Z폴드4를 꿀팁과 달라진 점 소개해드립니다   T다이렉트샵 Z Flip4   Z Fold4 기획전 페이지 링크    ,2022-08-14,갤럭시폴드4,https://www.youtube.com/watch?v=dvyPN1MXOA8,8
66,이런거보심  케이스가 부품 교체됨   힌지 보호 케이스까지 새로운 폴드4 플립4 정품 케이스 전부 보여드림,57000,폴드4  플립4에 새롭게 추가된 정품 케이스를 보여드립니다   더신자 인스타그램     https   www instagram com thesinza    ,2022-08-12,갤럭시폴드4,https://www.youtube.com/watch?v=qFoquOe15vs,8
67,아이폰14 구매전에 꼭 보세요  아이폰14 전 모델 목업 핸즈온  이렇게 바뀝니다 현재까지 유출 스펙까지 총정리 I 아이폰14  아이폰14프로  아이폰14 맥스  아이폰14프로맥스,90000,  영상 Time Stamp 0 00 홀 까꿍 0 16 아이폰14 시리즈 전 모델 목업 언박싱 2 14 아이폰14 프로 목업 4 42 아이폰14 프로 맥스 목업    ,2022-07-18,아이폰14,https://www.youtube.com/watch?v=1Zm8ImJUkzc,8
68,아이폰14 프로 드디어 노치가 사라집니다 실제로보니 꽤 괜찮은듯  아이폰14 시리즈 전 모델 강화유리 핸즈온,36000, 아이폰14  아이폰14프로  아이폰14맥스  아이폰14프로맥스  강화유리 ,2022-07-18,아이폰14,https://www.youtube.com/watch?v=A8o6hgsWRdg,8
69,아이폰14 구매전에 꼭 보세요  아이폰14 전 모델 목업 핸즈온  이렇게 바뀝니다 현재까지 유출 스펙까지 총정리 I 아이폰14  아이폰14프로  아이폰14 맥스  아이폰14프로맥스,90000,  영상 Time Stamp 0 00 홀 까꿍 0 16 아이폰14 시리즈 전 모델 목업 언박싱 2 14 아이폰14 프로 목업 4 42 아이폰14 프로 맥스 목업    ,2022-07-18,iphone 14,https://www.youtube.com/watch?v=1Zm8ImJUkzc,8
70,아이폰14 구매전에 꼭 보세요  아이폰14 전 모델 목업 핸즈온  이렇게 바뀝니다 현재까지 유출 스펙까지 총정리 I 아이폰14  아이폰14프로  아이폰14 맥스  아이폰14프로맥스,90000,  영상 Time Stamp 0 00 홀 까꿍 0 16 아이폰14 시리즈 전 모델 목업 언박싱 2 14 아이폰14 프로 목업 4 42 아이폰14 프로 맥스 목업    ,2022-07-18,iphone 14,https://www.youtube.com/watch?v=1Zm8ImJUkzc,8
71,역대급 떡락  갤럭시 S22시리즈 지금 사야 하는 이유,91000,역대급 떡락  갤럭시 S22 시리즈 지금 사야 하는 이유  본 영상은 국대폰으로부터 금전적 지원을 받아 제작된 컨텐츠입니다  영상에    ,2022-07-18,갤럭시,https://www.youtube.com/watch?v=YzrBT2JIloQ,9
72,아무도 하지 않는  갤럭시 S22 1달 실사용 분석 리뷰,120000, 그 사건  이후로 아무도 리뷰하지 않았던 갤럭시 S22 사실 1달동안 조용히 쓰고 있었는데 제 개인적인 경험과 리뷰를 바탕으로 객관적    ,2022-04-19,갤럭시,https://www.youtube.com/watch?v=XVLxpBXB1iI,9
73,워치4가 무료  갤럭시 Z플립4   Z폴드4 사전예약 총정리,3100,워치4가 무료  갤럭시 Z플립4   Z폴드4 사전예약 총정리   본 영상은 유로광고를 포함하고 있습니다    국대폰 Z플립4   Z폴드4 사전    ,2022-08-17,갤럭시z플립 4,https://www.youtube.com/watch?v=lWuj_Bl6dtk,9
74,다시 떡상할 수 있을까  갤럭시 Z플립4 최신 유출 총정리 ,10000,다시 떡상할 수 있을까  갤럭시 Z플립4 최신 유출 총정리    본 영상은 업체로부터 금전적 지원을 받아 제작된 컨텐츠입니다    국대    ,2022-08-03,갤럭시z플립 4,https://www.youtube.com/watch?v=pie-twBaM_w,9
